Class	Name	*Description	*ID	Token	Selectable0	Selectable1	Selectable2	Selectable3	Selectable4	Selectable5	Selectable6	Selectable7	SizeX	SizeY	FrameCnt0	FrameCnt1	FrameCnt2	FrameCnt3	FrameCnt4	FrameCnt5	FrameCnt6	FrameCnt7	FrameDelta0	FrameDelta1	FrameDelta2	FrameDelta3	FrameDelta4	FrameDelta5	FrameDelta6	FrameDelta7	CycleAnim0	CycleAnim1	CycleAnim2	CycleAnim3	CycleAnim4	CycleAnim5	CycleAnim6	CycleAnim7	Lit0	Lit1	Lit2	Lit3	Lit4	Lit5	Lit6	Lit7	BlocksLight0	BlocksLight1	BlocksLight2	BlocksLight3	BlocksLight4	BlocksLight5	BlocksLight6	BlocksLight7	HasCollision0	HasCollision1	HasCollision2	HasCollision3	HasCollision4	HasCollision5	HasCollision6	HasCollision7	IsAttackable0	Start0	Start1	Start2	Start3	Start4	Start5	Start6	Start7	EnvEffect	IsDoor	BlocksVis	Orientation	OrderFlag0	OrderFlag1	OrderFlag2	OrderFlag3	OrderFlag4	OrderFlag5	OrderFlag6	OrderFlag7	PreOperate	Mode0	Mode1	Mode2	Mode3	Mode4	Mode5	Mode6	Mode7	Yoffset	Xoffset	Draw	Red	Green	Blue	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	SubClass	Xspace	Yspace	NameOffset	MonsterOK	ShrineFunction	Restore	Parm0	Parm1	Parm2	Parm3	Parm4	Lockable	Gore	Sync	Damage	Overlay	CollisionSubst	Left	Top	Width	Height	OperateFn	PopulateFn	InitFn	ClientFn	RestoreVirgins	BlockMissile	DrawUnder	OpenWarp	AutoMap
EFlag	tribal flag	wilderness/siege	440	6h	0	0	0	0	0	0	0	0	3	1	27	0	0	0	0	0	0	0	120	60	175	256	256	256	256	256	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
EFlg	eflg	town flag	441	2y	0	0	0	0	0	0	0	0	1	1	21	21	21	0	0	0	0	0	128	128	128	128	128	128	128	128	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	-85	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Chan	chan	chandeleir	442	2z	0	0	0	0	0	0	0	0	1	1	11	11	11	0	0	0	0	0	128	128	128	128	128	128	128	128	1	1	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	-130	0	1	255	255	255	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	-85	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
EJar1	jar1	wilderness/siege	443	6i	1	0	0	0	0	0	0	0	1	1	1	8	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	1	1	-55	1	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	3	1	2	0	1	0	1	0	0
EJar2	jar2	wilderness/siege	444	6j	1	0	0	0	0	0	0	0	1	1	1	8	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	1	1	-55	1	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	3	1	2	0	1	0	1	0	0
EJar3	jar3	wilderness/siege	445	6k	1	0	0	0	0	0	0	0	1	1	1	8	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	1	1	-55	1	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	3	1	2	0	1	0	1	0	0
ESwing	swingingheads	wilderness	446	6L	0	0	0	0	0	0	0	0	5	2	21	0	0	0	0	0	0	0	120	60	175	256	256	256	256	256	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
EPole	pole	wilderness	447	6m	0	0	0	0	0	0	0	0	4	4	21	0	0	0	0	0	0	0	120	60	175	256	256	256	256	256	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
EShit	animated skulland rockpile	expansion no snow	448	6n	1	0	0	0	0	0	0	0	5	3	1	22	1	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	1	0	1	20	0	0	0	0	0	0	0	100	0	0	20	0	0	0	4	3	3	0	1	0	0	0	0
Gate	gate	town main gate	449	2v	1	0	0	0	0	0	0	0	1	7	1	25	1	0	0	0	0	0	128	128	128	128	128	128	128	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	-85	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	61	3	0	0	0	0	0	0	0
EStuff2	pileofskullsandrocks	seige	450	6o	0	0	0	0	0	0	0	0	5	5	22	0	0	0	0	0	0	0	120	60	175	256	256	256	256	256	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	14	3	0	0	0	0	0	0	0
EhGate	hellgate	seige	451	6p	0	0	0	0	0	0	0	0	3	1	22	22	0	0	0	0	0	0	60	60	175	256	256	256	256	256	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	-70	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
EBanner1	banner 1	preset in enemy camp	452	ao	0	0	0	0	0	0	0	0	1	1	16	0	0	0	0	0	0	0	128	256	128	128	128	128	128	128	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-80	0	0	1	1	0	0	0	0	0	0	0	100	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EBanner2	banner 2	preset in enemy camp	453	ap	0	0	0	0	0	0	0	0	1	1	16	0	0	0	0	0	0	0	128	256	128	128	128	128	128	128	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-80	0	0	1	1	0	0	0	0	0	0	0	100	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ExplodingChest100	explodingchest	wilderness/siege	454	6t	1	0	0	0	0	0	0	0	1	3	1	10	1	0	0	0	0	0	210	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	2	-70	1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	30	3	0	0	1	0	1	0	0
SpecialChest100	chest	specialchest	455	6u	1	0	0	0	0	0	0	0	2	1	1	6	1	0	0	0	0	0	0	256	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	1	0	1	18	0	0	0	0	1	0	0	100	1	0	18	0	0	0	4	3	57	0	1	0	0	0	0
PhallicSymbol100	deathpole	wilderness	456	6v	0	0	0	0	0	0	0	0	3	1	23	0	0	0	0	0	0	0	160	60	175	256	256	256	256	256	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
PhallicSymbol101	Ldeathpole	wilderness	457	6w	0	0	0	0	0	0	0	0	3	1	23	0	0	0	0	0	0	0	160	60	175	256	256	256	256	256	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
InsideAltar	Altar	inside of temple	458	6x	0	0	0	0	0	0	0	0	2	3	20	0	0	0	0	0	0	0	150	60	175	256	256	256	256	256	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	-70	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
DrehyaInTown	dummy	Drehya Start In Town	459	ss	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	256	256	128	128	128	128	128	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-80	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0
DrehyaOutsideTown	dummy	Drehya Start Outside Town	460	ss	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	256	256	128	128	128	128	128	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-80	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0
NihlathakInTown	dummy	Nihlathak Start In Town	461	ss	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	256	256	128	128	128	128	128	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-80	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0
NihlathakOutsideTown	dummy	Nihlathak Start Outside Town	462	ss	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	256	256	128	128	128	128	128	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-80	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0
IceCaveObject1	hidden stash	icecave_	463	6y	1	0	0	0	0	0	0	0	1	1	1	7	1	0	0	0	0	0	0	256	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	1	0	1	18	0	0	0	0	0	0	0	100	0	0	18	0	0	0	4	3	3	0	1	0	0	0	0
ShrineHealthIceCave	healthshrine	icecave_	464	8a	1	0	0	0	0	0	0	0	2	2	1	13	1	1	0	0	0	0	256	125	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-95	0	0	1	1	282	0	0	0	0	0	0	100	0	0	1	282	0	0	2	2	1	0	0	0	0	0	310
ShrineManaIceCave	manashrine	icecave_	465	8b	1	0	0	0	0	0	0	0	2	2	1	13	1	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-95	0	0	1	2	172	0	0	0	0	0	0	100	0	0	2	172	0	0	2	2	1	0	0	0	0	0	310
IceCaveEvilUrn	evilurn	icecave_	466	8c	1	0	0	0	0	0	0	0	1	1	1	7	1	0	0	0	0	0	0	256	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	1	0	1	18	0	0	0	255	0	0	0	100	0	0	18	0	0	0	68	3	3	0	1	0	0	0	0
IceCaveJar1	icecavejar1	icecave_	467	8d	1	0	0	0	0	0	0	0	1	1	1	8	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	1	1	-55	1	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	3	1	2	0	1	0	1	0	0
IceCaveJar2	icecavejar2	icecave_	468	8e	1	0	0	0	0	0	0	0	1	1	1	8	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	1	1	-55	1	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	3	1	2	0	1	0	1	0	0
IceCaveJar3	icecavejar3	icecave_	469	8f	1	0	0	0	0	0	0	0	1	1	1	8	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	1	1	-55	1	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	3	1	2	0	1	0	1	0	0
IceCaveJar4	icecavejar4	icecave_	470	8g	1	0	0	0	0	0	0	0	1	1	1	8	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	1	1	-55	1	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	3	1	2	0	1	0	1	0	0
IceCaveJar5	icecavejar4	icecave_	471	8h	1	0	0	0	0	0	0	0	1	1	1	8	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	1	1	-55	1	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	3	1	2	0	1	0	1	0	0
ShrineMagicIceCave	icecaveshrine2	icecave_	472	8i	1	0	0	0	0	0	0	0	2	2	13	13	1	1	0	0	0	0	256	256	256	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	1	0	0	-235	0	0	1	3	206	0	0	0	0	0	0	100	0	0	3	206	0	0	2	2	1	0	0	0	0	0	310
CagedWussie1	cagedwussie1	caged fellow	473	60	0	0	0	0	0	0	0	0	3	3	1	0	0	1	0	0	0	0	0	0	0	0	128	128	128	128	1	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	28	29	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-150	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	62	0	0	0	0	0	310
Moe	Ancient Statue 3	statue	474	60	1	0	1	0	0	0	0	0	3	3	1	20	1	16	1	0	0	0	48	128	0	128	128	128	128	128	1	0	0	0	0	0	0	0	8	0	9	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	-5	-5	1	255	255	255	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	-150	0	0	1	0	0	0	0	0	0	0	1	100	0	0	0	0	0	0	62	0	63	0	0	0	0	0	0
Curly	Ancient Statue 1	statue	475	61	1	0	1	0	0	0	0	0	3	3	1	20	1	16	1	0	0	0	48	128	0	128	128	128	128	128	1	0	0	0	0	0	0	0	8	0	9	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	-5	-5	1	255	255	255	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	-150	0	0	1	0	0	0	0	0	0	0	1	100	0	0	0	0	0	0	63	0	64	0	0	0	0	0	0
Larry	Ancient Statue 2	statue	476	62	1	0	1	0	0	0	0	0	3	3	1	20	1	16	1	0	0	0	48	128	0	128	128	128	128	128	1	0	0	0	0	0	0	0	8	0	9	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	-10	-8	1	255	255	255	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	-150	0	0	1	0	0	0	0	0	0	0	1	100	0	0	0	0	0	0	64	0	65	0	0	0	0	0	0
DeadBarbarian	deadbarbarian	seige/wilderness	477	8j	1	0	0	0	0	0	0	0	2	3	1	9	1	0	0	0	0	0	0	256	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	1	0	1	18	0	0	0	0	0	0	0	100	0	0	18	0	0	0	4	3	3	0	1	0	0	0	0
ClientSmoke1	clientsmoke	client smoke	478	oz	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ShrineMagicIceCave2	icecaveshrine2	icecave_	479	8k	1	0	0	0	0	0	0	0	2	2	20	13	1	1	0	0	0	0	256	256	256	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	1	0	0	-235	0	0	1	3	206	0	0	0	0	0	0	100	0	0	3	206	0	0	2	2	1	0	0	0	0	0	310
IceCaveTorch1	icecave_torch1	icecave_	480	8L	0	0	0	0	0	0	0	0	1	1	20	1	1	0	0	0	0	0	200	128	128	128	128	128	128	128	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	-85	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
IceCaveTorch2	icecave_torch2	icecave_	481	8m	0	0	0	0	0	0	0	0	1	1	20	1	1	0	0	0	0	0	200	128	128	128	128	128	128	128	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	-85	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
